제목,날짜,기자명,본문
"김강민, SSG 선수로 은퇴…특별 엔트리로 1번 중견수 출장",2025-06-28 15:52:00,배정훈 기자,"▲ SSG 랜더스 외야수 김강민 김강민(42)이 가장 익숙한 장소인 '인천 SSG랜더스필드 외야 중앙'에서 선수 생활을 마무리하는 특별한 세리머니를 합니다. 이숭용 SSG 랜더스 감독은 오늘(28일) 인천 SSG랜더스필드에서 열리는 한화 이글스와 홈 경기 선발 라인업 카드 가장 위에 '1번 타자 중견수 김강민'을 적었습니다. 그에 앞서서 SSG는 김강민을 특별 엔트리로 등록했습니다. 이 감독은 ""경기 시작과 동시에 김강민을 최지훈과 교체할 것""이라고 말했습니다. SSG 유니폼을 입은 김강민이 교체돼 더그아웃으로 들어오는 장면을 보며 SSG 팬들은 추억에 잠길 수 있게 됐습니다. 이날 SSG는 김강민의 은퇴식을 준비했습니다. 김강민은 2024년 한화에서 현역 마지막 시즌을 보냈습니다. 하지만, 김강민은 '23년 동안 뛴' SSG(SK 와이번스 시절 포함)에서 은퇴식을 합니다. 또한, 특별 엔트리를 통해 김강민의 공식 기록에도 '마지막 소속'이 SSG로 남습니다. KBO는 2021년 은퇴 선수의 은퇴식을 위해 엔트리 등록이 필요할 경우 정원을 초과해 엔트리에 등록하는 걸 허용하기로 했습니다. 특별 엔트리로 등록돼 '출장 명단'에 들어가면, 선수의 출장 기록이 추가됩니다. 김강민은 'KBO리그 은퇴식을 위한 특별 엔트리'에 등록된 역대 8번째 선수로 기록됐습니다. 특별 엔트리로 경기를 치르는 건 7번째 사례입니다. 2021년 5월 29일 대전 SSG전에서 김태균(한화) KBSN스포츠 해설위원이 KBO리그 처음으로 특별 엔트리에 등록돼 선발 라인업에 포함됐습니다. 2020시즌이 끝나고 은퇴한 박용택 KBSN스포츠 해설위원은 2022년 7월 3일 잠실 롯데 자이언츠전에서 LG 트윈스 유니폼을 입고 '3번 타자 좌익수'로 선발 라인업에 이름을 올렸습니다. 김 위원과 박 위원은 경기 시작과 동시에 교체됐습니다. 2022년 10월 7일 광주에서 나지완(당시 KIA 타이거즈), 10월 8일 잠실에서 오재원(당시 두산 베어스)도 은퇴식을 위한 특별 엔트리에 등록됐고, 당일 대타로 출전했습니다. 투수 더스틴 니퍼트는 2024년 9월 14일에 두산의 특별 엔트리에 포함됐으나, 등판은 하지 못했습니다. 니퍼트는 은퇴식에서 경기에 출전하지 못해 그의 마지막 경기 출장은 'kt wiz 소속'으로 남았습니다. 정우람 한화 코치는 지난해 9월 29일 NC 다이노스전에서 특별 엔트리에 포함돼 선발 등판해 한 타자만 상대하고서 마운드에서 내려왔습니다. 박경수 KT 코치는 올해 6월 1일 수원 KIA전에서 하루짜리 선수 등록을 하고서, 9회초에 2루수로 교체 출전했습니다. 2001년 SK에서 프로 생활을 시작한 김강민은 2021년에 SSG가 SK 구단을 인수한 뒤인 2023년까지 인천에서 뛰었습니다. 하지만, 그는 2023년 11월 열린 2차 드래프트에서 한화의 선택을 받아 이적했습니다. 2024년에 한화에서 김강민은 41경기만 뛰었고, 정규시즌 말미에 한화 구단에 은퇴 의사를 전했습니다. 24년 동안 한국프로야구 무대를 누빈 김강민의 통산 1군 타자 성적은 1천960경기 타율 0.273, 1천487안타, 139홈런, 681타점, 810득점, 209도루입니다. 투수로도 1경기 등판했습니다. 예정대로 은퇴 경기가 열리면 김강민의 1군 타자 출장 경기 수는 1천961경기로 늘어납니다. 김강민의 마지막 경기 출장도 'SSG 소속'으로 표기됩니다."
"특검 ""윤석열, 오후 조사 사실상 거부 중…변호인단 수사 방해 선넘어""",2025-06-28 16:05:00,편광현 기자,"<앵커> 내란 특검의 피의자 신분으로 출석한 윤석열 전 대통령에 대한 오전 조사가 끝나고 이제 곧 오후 조사가 진행될 예정입니다. 특검 사무실이 있는 서울고검 연결합니다. <기자> 서울고검 6층 조사실에서 이뤄진 윤석열 전 대통령 조사는 오전 10시 14분부터 낮 12시 40분쯤까지 2시간 넘게 진행됐고요. 오후 조사는 윤 대통령 측이 조사실 입실을 거부해 시작되지 않고 있는 것으로 알려졌습니다. 오전 조사에서는 박창환 경찰청 중대범죄수사과장 등 경찰 수사팀이 윤 전 대통령의 체포 방해 혐의와 비화폰 기록 삭제 지시 혐의 등을 추궁한 것으로 전해졌습니다. 특검팀은 오후에는 체포 방해 관련 조사를 마무리한 뒤 김정국, 조재철 부장검사가 국무회의 의결 방해 및 외환 혐의를 조사할 예정이라고 밝혔습니다. <앵커> 특검에서는 조사가 잘 진행됐다고 했다는데 윤 전 대통령 측에서는 반발이 거세다고요? <기자> 맞습니다. 윤 전 대통령 측은 당초 지하주차장을 통한 비공개 출석을 요구했는데 특검 측이 이를 수용하지 않아 지상 현관을 통해 이곳 서울고검 청사 내부로 들어갔습니다. <기자> [윤석열/전 대통령: (조은석 특검을 8년 만에 피의자 신분으로 만나셨는데, 어떻게 보시나요? 이번에도 진술 거부권 행사하실 건가요?) ....] 윤 전 대통령이 청사에 들어간 뒤 윤 전 대통령 변호인단은 특검이 피의자의 명예나 사생활을 보호해야 하는 법적 의무를 위반하고 있어 정치적 중립이 의심된다면서 수사팀을 비판하는 입장문을 발표했습니다. 또 오전 수사를 진행한 박창환 과장은 윤 전 대통령에 대한 체포영장 집행을 불법 지휘한 혐의로 자신들이 고발한 사람이라며 특검이 박 과장 등 경찰 수사팀을 수사에서 배제해야 한다고 지적했습니다. 하지만 경찰은 박 과장이 2차 체포영장 집행 당시 현장에 있기는 했지만 김성훈 전 경호처 차장 등에 대한 영장을 집행한 인물이라고 해명했습니다. 한편 윤 전 대통령 측은 오늘 피의 사실에 대해 성실히 진술할 방침이라고 밝혔지만 오후에 조사할 국무회의와 관련해서는 재판 중인 사건이기 때문에 제한적으로 답변하겠다고 했습니다. (영상취재: 제 일, 김승태 / 영상편집: 이소영)"
"'끝까지 간다' 무기한 농성…""요구 사항은 딱 두 가지"" [현장영상]",2025-06-28 15:27:00,채희선 기자,"국민의힘 나경원 의원이 27일 김민석 국무총리 후보자 지명 철회를 요구하며 국회 본청에서 철야농성에 들어간다고 밝혔습니다. (구성: 채희선 / …

국민의힘 나경원 의원이 27일 김민석 국무총리 후보자 지명 철회를 요구하며 국회 본청에서 철야농성에 들어간다고 밝혔습니다. (구성: 채희선 / 영상편집: 이기은 / 제작: 디지털뉴스편집부)"
"특검 ""윤, 오후 조사 사실상 거부 중…변호인단 수사 방해 선넘어""",2025-06-28 16:03:00,기자명 없음,"▲ 윤석열 전 대통령 12·3 비상계엄과 관련한 내란·외환 사건을 수사하는 조은석 특별검사팀이 윤석열 전 대통령이 오후 조사를 사실상 거부하고 있다면서 변호인단의 수사 방해가 선을 넘는 행위라고 비판했습니다. 특검팀의 박지영 특검보는 오늘(28일) 오후 언론 브리핑에서 ""(윤 전 대통령이) 현재 대기실에서 조사실에 입실하고 있지 않은 상황""이라며 ""출석을 거부하는 것과 같다""고 말했습니다. 특검팀은 오전 10시 14분부터 낮 12시 44분까지 오전 조사를 마친 뒤 오후 1시 30분부터 조사를 재개하려 했으나, 변호인단이 조사자 교체를 요구하며 사실상 조사를 거부하고 있다고 전했습니다. 박 특검보는 또 ""변호인들이 허위 사실로 수사를 방해하는 것은 선을 넘는 행위 같다""면서 '불법 체포' 가해자인 박창환 총경이 피해자를 조사하고 있다는 윤 전 대통령 측 주장은 사실이 아니라고 반박했습니다. 윤 전 대통령 측은 불법 체포 혐의로 고발된 박 총경이 신문을 담당하는 것은 부당하고 검사가 윤 전 대통령을 신문해야 한다는 입장을 고수하고 있는 것으로 전해졌습니다."
"추돌사고 낸 SUV, 달아나며 '쾅쾅'…택시와 정면 충돌",2025-06-28 15:33:00,김태원 기자,"▲ 부산서 뺑소니 사고로 7명 부상 부산에서 음주운전을 한 것으로 추정되는 스포츠유틸리티차(SUV)가 추돌사고를 낸 뒤 달아나면서 다른 차량 3대를 잇달아 들이받는 바람에 7명이 다치는 사건이 발생했습니다. 부산 강서경찰서는 오늘(28일) 특정범죄 가중처벌 등에 관한 법률상 도주치상 혐의로 30대인 A 씨에 대해 수사하고 있다고 밝혔습니다. A 씨는 어제 오후 11시 30분쯤 부산 강서구 송정동 신항입구 교차로에서 자신의 SUV를 운전하던 중 앞서 가던 승용차를 추돌한 뒤 곧바로 달아나면서 다른 승용차 2대를 잇달아 추돌했습니다. A 씨는 이어 중앙선을 넘어 마주하던 택시와 정면으로 충돌한 뒤 멈춰 섰습니다. 1차 사고 현장에서 2㎞가량 떨어진 지점입니다. 이 사고로 피해 차량 운전자와 동승자 등 모두 7명이 다쳤고, 이중 중상자는 없는 것으로 알려졌습니다. A 씨는 출동한 경찰관에 의해 현장에서 검거됐으나 부상 정도가 심해 음주측정을 하기 어려운 상태였던 것으로 전해졌습니다. 경찰은 A 씨의 혈중알코올농도를 확인하기 위해 채혈을 진행했고, A 씨가 치료를 마치는 대로 관련 수사를 이어갈 방침이라고 밝혔습니다."
"프로축구 K리그1 제주 공격수 박동진, K리그2 김포FC로 이적",2025-06-28 14:54:00,배정훈 기자,"▲ 김포FC로 이적한 박동진. 베테랑 공격수 박동진(30)이 프로축구 K리그1 제주 SK와의 동행을 6개월 만에 끝내고 K리그2 김포FC에서 새 출발 합니다. 김포는 오늘(28일) ""제주에서 박동진을 영입해 공격력을 보강했다""고 밝혔습니다. 박동진은 1, 2부를 오가며 K리그 통산 230경기에 출전해 30골 10도움의 성적을 낸 베테랑입니다. 2016년 당시 K리그 클래식(현 K리그1) 광주FC에서 프로 선수 생활을 시작해 2018년 FC서울로 이적할 때까지 수비수였던 박동진은 2019년 서울에서 공격수로 포지션을 바꿔 K리그1 32경기 6득점 3도움을 기록했습니다. 지난해 여름 서울에서 K리그2 경남FC로 이적했던 그는 올해 1월 제주로 옮겨 현재까지 K리그1 10경기에 출전했습니다."
"국힘 ""김민석 청문회 '배추'만 남아…지명 철회·사퇴하라""",2025-06-28 15:12:00,손형안 기자,"▲ 김민석 국무총리 후보자 인사청문특별위원회 국민의힘 간사를 맡고 있는 배준영 의원이 26일 서울 여의도 국회 로텐더홀에서 기자회견을 하고 있다. 국민의힘은 더불어민주당이 김민석 국무총리 후보자의 인준안 표결을 강행하려는 움직임을 비판하며 이재명 대통령의 지명 철회와 김 후보자의 자진 사퇴를 촉구했습니다. 함인경 대변인은 논평에서 ""김 후보자에 대한 인사청문 과정에서 국민이 납득할 수 있는 해명은 없었다""며 ""증인이나 참고인 한 명 없이 깜깜이 청문회를 만들어놓고 하겠다던 자료 제출이 없어 청문회는 파행됐다""고 비판했습니다. 함 대변인은 ""생활비·유학비 등 수상한 자금 흐름에 대해서도 명쾌한 설명은 없었다""며 ""대신 때아닌 '배추'만 남았다""고 꼬집었습니다. 이어 ""김 후보자는 50%에 가까운 국가채무비율을 20∼30％라고 답했고, 올해 국가 예산 규모조차 제대로 답하지 못했다""며 ""본인이 노력해서 돈을 벌어보지 않았고 국가채무비율, 국가 예산 규모조차 모르는 후보자에게 민생위기를 극복할 자질이 있나""라고 지적했습니다. 그러면서 ""이러한 문제 제기에 대통령이 야당 비대위원장을 향해 '털면 안 나올 것 같냐'고 답했다는 보도는 더 큰 충격""이라며 ""지지율이 50%를 넘었다며 야당의 우려를 묵살하려 했다는 정황도 있었다""고 전했습니다. 함 대변인은 ""김 후보자 지명 철회를 강력히 요구한다""며 ""부적격 후보자에 대한 지명 철회는 당연한 책임이고, 그 책임을 방기하는 순간 이재명 정부의 도덕성과 실용성은 모두 무너질 것""이라고 경고했습니다."
"워런 버핏, 게이츠재단 등에 8조 원 쾌척…역대 최대 기부",2025-06-28 14:29:00,윤창현 기자,"▲ 워런 버핏 미국의 전설적인 투자자 워런 버핏 버크셔 해서웨이 회장이 주식 약 60억 달러, 우리 돈 약 8조 원어치를 빌 게이츠 재단과 가족이 관여하는 재단들에 기부했습니다. 로이터통신은 현지시간 27일 버핏 회장이 자신이 회장으로 있는 버크셔 해서웨이 주식 1천 236만 주를 기부했다고 보도했습니다. 버핏은 빌 게이츠가 설립한 게이츠 재단에 943만 주를, 사별한 첫 부인인 수전 톰슨 버핏의 이름을 딴 재단에 94만 주를 기부했고, 자녀들인 하워드·수지·피터가 각각 이끄는 3개 재단에 66만 주씩을 기부했습니다. 수전 톰슨 버핏 재단은 모성 건강 등을 지원하고 있으며, 세 자녀가 이끄는 재단은 인신매매 근절과 분쟁 종식, 유아교육, 여성과 원주민공동체 등을 위한 자선사업을 펼치고 있습니다. 이번 기부 규모는 버핏이 2006년부터 재산을 기부해 오기 시작한 이래 가장 큰 액수의 연간 기부로, 그의 누적 기부액은 총 600억 달러, 약 82조 원을 넘겼습니다. 재산 대부분을 기부하겠다고 여러 차례 밝혀온 버핏은 이번 기부 이후에도 여전히 버크셔 해서웨이 지분의 13.8%를 보유 중입니다. 버크셔 해서웨이는 네브래스카주 오마하에 본사를 둔 투자·보험 지주회사로 시가총액 1조 500억 달러, 약 1천 443조 원에 달합니다. 로이터에 따르면 버핏의 순자산은 1천 520억 달러, 약 207조 원가량으로 포브스 집계 기준으로 세계 5위 부자였지만, 이번 기부로 6위로 순위가 한 계단 하락할 것으로 보입니다. 버핏은 지난달 초 깜짝 은퇴를 발표해 전 세계 투자자들을 놀라게 했습니다. 버핏은 자신이 60년 동안 맡아온 버크셔 해서웨이의 최고경영자직을 내년 1월 1일 자로 후계자인 그레그 에이블 부회장에게 물려주고 경영과 투자 일선에서 물러날 예정입니다. 다만 버크셔 해서웨이의 이사회 회장 직함은 계속 유지하기로 했습니다."
"SSG 앤더슨, 기록 정정으로 폰세 제치고 평균자책점 1위 등극",2025-06-28 14:27:00,배정훈 기자,"▲ SSG 랜더스 투수 드루 앤더슨 프로야구 SSG 랜더스 외국인 투수 드루 앤더슨이 '기록 정정'을 통해 평균자책점 1위로 올라섰습니다. SSG 구단은 오늘(28일) ""기록 정정 신청을 KBO가 받아들였다. 2루타로 기록됐던 타구가 실책으로 정정됐다""고 밝혔습니다. 앤더슨은 지난 22일 인천 SSG랜더스필드에서 벌인 KIA 타이거즈와 홈경기에 선발 등판해 0-0으로 맞선 5회 초 2아웃 이후 박찬호를 땅볼로 유도했습니다. 하지만, SSG 3루수 석정우가 공을 뒤로 빠뜨렸고 당시 기록원은 이 타구를 '좌익수 쪽 2루타'로 기록했습니다. 공이 불규칙 바운드를 일으킨 것이 기록원이 2루타로 기록한 근거였습니다. 앤더슨은 다음 타자 오선우에게 볼넷을 내준 뒤, 2아웃 1, 2루에서 패트릭 위즈덤에게 좌전 적시타를 맞았습니다. 박찬호의 타구가 3루수 실책으로 기록됐다면 비자책이어야 하지만, 당시 기록원이 안타로 기록해 앤더슨의 자책점 1개가 생겼습니다. 22일 KIA전 앤더슨의 기록은 6이닝 6피안타 1실점이었습니다. SSG 구단은 지난 23일에 KBO에 '기록 정정 신청'을 했고, KBO 기록위원회는 이를 심의해 '22일 5회 박찬호의 타구는 3루수 실책'이라고 정정했습니다. 결국, 앤더슨의 22일 KIA전 기록도 6이닝 5피안타 1실점 비자책으로 정정됐습니다. 앤더슨의 시즌 평균자책점은 2.05에서 1.94로 낮아졌습니다. 기록 정정을 통해 평균자책점을 낮춘 앤더슨은 한화 이글스의 코디 폰세(2.04)를 제치고, 이 부문 선두로 올라섰습니다. 공교롭게도 기록 정정이 확정된 오늘, 앤더슨과 폰세는 인천에서 선발 맞대결을 펼칩니다."
태국 푸껫·끄라비서 폭발물 테러 시도 적발…폭발물 6개 제거,2025-06-28 14:23:00,윤창현 기자,"▲ 지난 25일(현지시간) 태국 남부 푸껫 국제공항 여객터미널 근처에서 경찰이 폭발물을 채운 오토바이를 발견해 제거하는 모습. 태국 당국이 세계적 관광지인 남부 푸껫과 인근 지역에 폭발물을 설치한 테러 시도를 적발해 용의자 2명을 체포하고 폭발물 6개를 제거했습니다. 현지시간 28일 방콕포스트·카오솟 등 현지언론들은 태국 경찰이 최근 푸껫 인근 팡응아주에서 용의자인 29세와 27세 남성 2명을 체포하고 이들의 차량에서 폭발물을 압수했다고 보도했습니다. 경찰은 이들로부터 푸껫 일대에 4개 폭발물을 설치했다는 진술을 받고 수색에 나서 사제 폭발물로 추정되는 장치 4개를 찾아내 해체했습니다. 이들은 푸껫 국제공항 여객터미널 근처에 폭발물을 집어넣은 오토바이 1대를 놔뒀으며, 푸껫 서쪽 빠통 해변에 폭발물 2개, 푸껫 남단 쁘롬텝 곶에 1개를 각각 설치한 것으로 나타났습니다. 경찰은 이 밖에도 푸껫 인근 끄라비주의 해변 2곳에서 폭발물 의심 장치 2개를 찾아내 제거했습니다. 이들 폭발물이 설치된 장소는 대부분 관광객들의 왕래가 많은 관광지였습니다. 용의자 2명은 자신들이 남부 빠따니주 출신으로 달아난 공범 2명과 함께 끄라비주를 거쳐 푸껫으로 이동하면서 폭발물을 설치했다고 말했습니다. 이들의 범행 동기는 밝혀지지 않았습니다. 다만 무슬림 인구가 많은 나라티왓·빠따니·얄라 등 태국 최남단 3개 주와 송클라주 일부에서는 무슬림 세력이 분리 독립을 주장하면서 총기와 폭탄을 동원한 테러를 벌여 왔습니다. 태국 당국은 연초 중국인 관광객 등 납치 사건으로 침체에 빠진 관광산업이 이번 사건으로 한층 어려움이 커질까 우려하고 있습니다. 패통탄 친나왓 총리는 이번 사건이 해당 지역에 불안을 조성하려는 시도로 보인다면서 모든 관련 당국에 최고 경계 태세를 갖추도록 지시했습니다."
진주 고물상서 불나 5개 점포 전소…4시간 만에 완진,2025-06-28 14:20:00,김태원 기자,▲ 화재 현장 오늘(28일) 오전 8시 21분쯤 경남 진주시 상평동 한 고물상에서 불이 나 4시간여 만에 꺼졌습니다. 불은 인근 타이어 가게 등 주변으로 옮겨 붙어 총 5개 점포가 전소했습니다. 인명피해나 대피 인원은 없었습니다. 소방 당국은 오전 8시 31분쯤 대응 1단계를 발령했다가 약 17분 뒤 해제하고 오전 9시 40분쯤 큰 불길을 잡았습니다. 이후 진화작업을 벌이던 소방 당국은 4시간 20분 만인 낮 12시 41분쯤 불을 모두 껐습니다. 경찰과 소방 당국은 정확한 화재 원인을 조사할 방침입니다.
"111억 가로챈 투자리딩방 20대 총책, 필리핀서 강제송환",2025-06-28 15:12:00,김태원 기자,"▲ 필리핀서 강제 송환된 투자리딩방 사기 총책 100억 원이 넘는 돈을 가로챈 투자 리딩방 사기 총책이 오늘(28일) 오전 필리핀에서 강제 송환됐습니다. 경찰청은 오늘 오전 투자 전문가를 사칭하며 리딩방을 운영한 20대 A 씨를 필리핀 현지에서 검거해 인천국제공항을 통해 강제 송환했다고 밝혔습니다. A 씨는 가상자산이나 비상장주식 등 투자를 권유해 피해자 199명으로부터 약 111억 원을 편취한 혐의를 받고 있습니다. 국내외 공범 31명(검거 29명)에게 드라마 '종이의집'에 나오는 캐릭터인 '교수', '베를린', '리우' 등 가명을 붙이기도 했습니다. 경찰청은 2023년 8월부터 국제형사경찰기구(인터폴) 적색 수배를 신청하고 한국·필리핀 합동 작전팀을 편성해 집중 추적에 나섰습니다. 전방위 첩보 수집 끝에 A 씨의 은신처를 찾아내 지난해 11월 24시간 감시조를 배치했습니다. 결국 경찰관 10여 명이 현장을 급습해 A 씨를 포함한 조직원 5명을 검거했습니다. 검거된 조직원 2명은 지난 2월과 3월 국내로 강제 송환됐고, 나머지 2명은 필리핀 이민청 수용소에서 추방 대기 중인 것으로 전해졌습니다."
"윤 전 대통령, 특검 '경찰 신문'에 반발…""검사가 직접 해야""",2025-06-28 15:12:00,전연남 기자,"▲ 윤석열 전 대통령이 28일 피의자 신분으로 내란특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 윤석열 전 대통령 법률대리인단이 오늘(28일) 오전 내란 특검팀에 파견된 경찰 수사팀이 조사에 참여한 것에 대해서, ""특검 사무실에서 파견된 경찰이 수사를 주도하는 것에 어떠한 민망함도 없냐""고 비판했습니다. ""조사에 입회한 변호인들은 검사가 직접 신문할 것을 요구했다""고 설명했습니다. 내란 특검은 오늘 오전 10시 14분부터 낮 12시 44분까지 윤 전 대통령에 대한 오전 조사를 진행하며, 공수처의 체포영장 집행 방해 혐의 등에 대해 집중 추궁했습니다. 해당 조사는 앞서 사건을 수사해 온 박창환 경찰청 중대범죄수사과장 등 내란 특검팀에 파견된 경찰 수사팀이 맡았습니다. 윤 전 대통령 법률대리인단은 ""박창환 총경은 윤 전 대통령에 대한 불법 체포를 지휘한 사람으로 고발돼 있다""며, ""가해자가 피해자를 조사하고 있다""고 강하게 비판하기도 했습니다."
"이정후, 화이트삭스전 4타수 무안타…타율 0.248",2025-06-28 13:05:00,서대원 기자,샌프란시스코 자이언츠 이정후 선수의 타격 부진이 길어지고 있습니다. 이정후는 미국 일리노이주 시카고 레이트필드에서 열린 2025 미국프로야구 메이저리그(MLB) 시카고 화이트삭스와 방문 경기에 6번 타자 중견수로 선발 출전해 4타수 무안타에 그쳤습니다. 내야 땅볼과 외야 뜬 공을 두 차례씩 기록했습니다. 이정후의 시즌 타율은 4월 이후 가장 낮은 2할 4푼 8리(298타수 74안타)로 떨어졌습니다. 현지시간 기준 이정후의 6월 타율은 1할 6푼 2리(74타수 12안타)입니다. 이정후의 부진 속에서도 샌프란시스코는 화이트삭스를 3대 1로 꺾고 3연패에서 벗어났습니다.
"특검 ""오전 조사 종료…체포 방해 마무리되면 국무회의 조사""",2025-06-28 15:12:00,심우섭 기자,"▲ 윤석열 전 대통령이 28일 피의자 신분으로 내란특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 내란 특별검사팀의 윤석열 전 대통령에 대한 오전 조사가 마무리됐습니다. 내란 특검은 낮 12시 44분쯤 언론 공지를 통해 ""오전 조사는 잘 진행됐다""고 밝혔습니다. 앞서 특검은 오전 10시 14분부터 윤 전 대통령을 상대로 지난 1월 대통령경호처에 고위공직자범죄수사처의 체포영장 집행을 막으라고 지시한 혐의를 집중적으로 확인했습니다. 조사는 앞서 사건을 수사해 온 박창환 경찰청 중대범죄수사과장이 맡았습니다. 특검은 점심 식사 시간이 끝나면 오후에 체포 방해 혐의 사건 조사를 마무리한 뒤, 비상계엄 전후 국무회의 의결 과정 및 외환 혐의 등에 대한 조사를 이어갈 방침입니다. 국무회의 등과 관련해 이어질 오후 조사에는 김정국 (사법연수원 35기) 부장검사와 조재철(36기) 부장검사가 참여하게 됩니다."
[날씨] 남부 폭염특보 확대·강화…전국 가끔 비,2025-06-28 13:00:00,기자명 없음,"폭염 특보가 충청 지역까지 확대됐습니다. 폭염주의보에서 경보로 격상된 경산과 밀양 등지는 낮 기온이 35도까지 치솟겠습니다. 물을 충분히 마시고 야외 활동은 피하셔야겠습니다. 현재 서울은 소강상태를 보이고 있지만 경기 포천시에는 시간당 10mm가 넘는 비가 내리고 있는데요. 오늘(28일) 비가 내렸다, 그쳤다 이어지겠습니다. 특히 오후에는 기온이 더 올라 대기 상하층 간의 기온 차가 커지면서 수도권과 충남 지역은 시간당 20mm 안팎, 남부 지방은 시간당 30mm 이상씩 매우 강한 비가 쏟아질 수 있겠습니다. 자세한 낮 기온을 보시면 대구가 34도까지 오르겠고요. 서울도 습도가 높아서 체감 더위는 31도 안팎이 예상됩니다. 수도권과 충남 지역은 내일 오전, 강원도는 내일 오후까지 비가 이어지겠습니다. 다음 주 초반에는 중북부 지역에 장맛비가 남부 지방을 중심으로 소나기 예보 들어있습니다. (임은진 기상캐스터)"
"검찰, '알펜시아 입찰방해 의혹' 최문순 전 지사 불구속 기소",2025-06-28 12:59:00,조윤하 기자,최문순 전 강원도지사가 평창 알펜시아 리조트 입찰방해 혐의 등으로 재판에 넘겨졌습니다. 서울중앙지검은 지난달 30일 최 전 지사를 입찰방해 및 부패방지법 위반 혐의로 불구속기소 했습니다. 최 전 지사는 강원개발공사 직원을 통해 입찰 가격 등 미공개 정보를 KH그룹에 알려준 혐의를 받고 있습니다. 검찰은 해외 도피 중인 배상윤 KH그룹 회장에 대해서는 귀국하는 대로 최 전 지사와의 공모 혐의 등을 조사한다는 계획입니다.
윤 전 대통령 결국 공개 출석…체포 저지 혐의부터 조사,2025-06-28 12:58:00,편광현 기자,"<앵커> 윤석열 전 대통령이 내란 특검에 공개 출석해 피의자 신분으로 첫 특검 조사를 받고 있습니다. 특검 사무실이 있는 서울고검 연결합니다. <기자> 네, 윤석열 전 대통령은 오늘(28일) 오전 9시 55분쯤 지상 현관을 통해 이곳 서울고검 청사 내부로 들어왔습니다. 취재진 질문에는 아무런 답을 하지 않았습니다. [윤석열/전 대통령 : (조은석 특검을 8년 만에 피의자 신분으로 만나셨는데, 어떻게 보시나요?) ……. (이번에도 진술 거부권 행사하실 건가요?) …….] 당초 윤 전 대통령 측은 서울고검 지하주차장을 통해 비공개 출석하겠다고 밝혔는데요. 내란 특검팀이 앞선 전직 대통령 조사 전례 등을 근거로 공개 소환 원칙을 여러 차례 강조하자, 이를 받아들인 겁니다. 다만 윤 전 대통령 측은 진실을 밝히기 위해 공개 출석에 응했지만, 특검이 피의자의 명예나 사생활을 보호해야 하는 법적 의무를 위반하고 있어 수사팀의 정치적 중립이 의심된다는 입장문을 발표했습니다. <앵커> 그럼 지금은 어떤 내용에 대한 조사가 이뤄지고 있습니까? <기자> 네, 윤 전 대통령은 조사 직전 박억수·장우성 특검보와 10여 분 동안 면담했고요. 오전 10시 14분부터 서울고검 6층 조사실에서 정식 조사가 시작됐습니다. 체포영장 집행 방해와 비화폰 기록 삭제 지시 혐의 등에 대한 조사부터 이뤄지고 있는데, 박창환 경찰청 중대범죄수사과장 등 경찰 수사팀이 진행하고 있다고 특검팀은 전했습니다. 윤 전 대통령 변호인은 송진호, 채명성 변호사가 입회했습니다. 이후 특검은 12·3 비상계엄 선포 직전 국무회의 과정 등도 조사할 계획입니다. 또 오늘 조사 시간에 따라 유동적으로 국회 의결·의사 방해, 외환 혐의 등에 대한 조사도 이뤄질 수 있다고 특검팀은 밝혔습니다. 윤 전 대통령 측은 오늘 피의 사실에 대해 성실히 진술할 방침이라고 밝혔는데, 특검팀도 현재 윤 전 대통령이 진술 거부를 하고 있지 않다고 말했습니다. (영상취재 : 제 일·김승태, 영상편집 : 이소영)"
