대수,대별,대별 및 소속정당(단체),이름,이름(한자),자,호,생년월일,본관,출생지,학력 및 경력,종교 및 취미,저서,상훈,기타정보(사망일),회원정보 확인 헌정회 홈페이지 URL
20,20대의원,제19대국회의원(서울 관악구을) 새누리당 제20대국회의원(서울 관악구을) 새누리당 ,오신환,吳晨煥,null,null,1971년 02월 07일,null,서울 부암동,"당곡초,중,고등학교 한국예술종합학교 졸업 새누리당 관악을당원협의회 위원장 새누리당 수석부대변인 제18대 대통령직 인수위원회 청년특별위원 박근혜 대통령후보 중앙선거대책위원회 청년본부 부본부장 새누리당 중앙청년위원회 위원장 제7대 서울특별시의회 의원 한나라당 전략기획본부 기획위원회 위원 관악소방서 소방방재 자문위원 국제아동청소년연극협회 한국지부 이사 중앙사회복지관 운영위원 서울시의회 행정자치위원회 부위원장 서울시의회 문화예술관광지원특별위원회 위원 서울시의회 예산결산특별위원회 위원 서울시의회 정책연구위원회 위원",기독교,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2899
20,20대의원,제20대국회의원(제주특별자치도 제주시을) 더불어민주당 제21대국회의원(제주시을) 더불어민주당 ,오영훈,吳怜勳,null,null,1968년 12월 14일,null,null,제주대학교 경영대학원 경영학 석사  더불어민주당 정책위원회 상임부의장 더불어민주당 제주특별자치도당 위원장 제20대 국회 후반기 농림축산식품해양수산위원회 위원 제20대 국회 후반기 예산결산특별위원회 위원 더불어민주당 정책위원회 부의장 더불어민주당 원내대변인 제20대 국회 전반기 교육문화체육관광위원회 위원 더불어민주당 원내부대표 사단법인 제주미래비전연구원 원장 제주4.3평화재단 이사 제9대 제주특별자치도의회 의회운영위원회 위원장 제9대 제주특별자치도의회 제주미래전략산업연구회 대표의원 제8대 제주특별자치도의회 의원 2022 제주특별자치도지사,null,null,2017 더불어민주당 국정감사 우수의원 2016 더불어민주당 국정감사 우수의원상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3027
20,20대의원,제17대국회의원(충북 청주흥덕갑) 열린우리당 제18대국회의원(충북 청주흥덕갑) 민주당 제19대국회의원(충북 청주흥덕갑) 새정치민주연합 제20대국회의원(충북 청주시서원구) 더불어민주당 ,오제세,吳濟世,null,null,1949년 04월 05일,보성,충북 청주,"·  경기고등학교 ·  서울대학교 법과대학 행정학과 (학사) ·  서울대학교 환경대학원 도시계획학 (석사) ·  제11회 행정고시 합격 ·  내무부 재정과 과장 ·  충남 온양 대천시장 ·  충북 청주부시장 ·  한국지방행정연구원 사무국 국장 (이사관) ·  열린우리당 제3정책조정위원회 부위원장(정무,재정경제,예산결산) ·  인천시 행정부시장 ·  국회 예산결산특별위원회 위원, 정무위원회 위원 ·  제17대 국회 재정경제위원회 위원 ·  열린우리당 원내부대표 ·  열린우리당 정책위원회 부의장 ·  제18대 국회의원 (청주 흥덕갑, 통합민주당·민주당) ·  민주당 제3정책조정위원장 ·  국회 기획재정위원회 위원 ·  국회 예산결산특별위원회 위원 ·  민주당 정책위원회 부의장 ·  제19대 국회 전반기 보건복지위원회 위원장",천주교 / 테니스,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2578
20,20대의원,제17대국회의원(서울 서대문갑) 통합민주신당 제19대국회의원(서울 서대문갑) 새정치민주연합 제20대국회의원(서울 서대문갑) 더불어민주당 제21대국회의원(서울 서대문갑) 더불어민주당 ,우상호,禹相虎,null,null,1962년 12월 19일,null,강원 철원,용문고등학교 졸업 연세대학교 국문학과 (학사) 연세대학교 대학원 행정학 (석사)  연세대학교총학생회 회장 전국대학생대표자협의회 부의장 이한열 열사 민주국민장 집행위원장 연세민주동문회 사무총장 나라사랑청년회 운영위원 월간 `대학의 소리` 편집위원 민주주의민족통일전국연합 부대변인 청년정보문화센터 소장 월간 `말`지 기획위원 (주) 비디오그래픽스 전무이사 고건서울시장선거대책본부 대변인 방송개혁위원회 대변인 더불어민주당 원내대표 한국청년연합회 상임운영위원 제1차신당창당추진위원회 위원 새천년민주당 부대변인 새천년민주당 서울서대문갑지구당 위원장 전국대학생대표자협의회 동우회 회장 미국 콜로라도 주립대학부설경제연구소 객원연구원 노무현 대통령선대위 국민참여운동본부 상임부본부장 열린우리당 보육특별위원회 위원장 열린우리당 중앙위원 국회 문화관광위원회 위원 열린우리당 대변인 대통합민주신당 대변인 통합민주당 대변인 민주통합당 최고위원 더불어민주당 원내대표,null,null,제8회 백봉신사상 제11회 대한민국을 빛낸 21세기 한국인상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2313
20,20대의원,제17대(서울 노원을) 통합민주당 제19대(서울 노원을) 새정치민주연합 제20대(서울 노원을) 더불어민주당 제21대(서울 노원을) 더불어민주당 제22대(서울 노원갑) 더불어민주당  ,우원식,禹元植,null,null,1957년 09월 18일,null,서울,"서울경동고등학교  연세대학교 공과대학 토목공학과 (학사)  연세대학교 공학대학원 환경공학전공 (석사과정)  평민당 인권위원회 민권부 부국장  평화민주통일연구회 총무국 국장  민주개혁정치모임 이사  살기좋은노원만들기연구모임 대표  수도권매립지관리조합회의 실무위원장  한국사회환경정책연구소 선임연구원  서울시의회 의원(새정치국민회의)  서울의제21위원회 생활폐기물분과 위원  한국여성민우회 환경센터 자문위원  노원 놀이마당 사랑회 운영위원  행자부 소속 제2건국 운동본부 심의관(이사관급)  환경관리공단 관리이사  북부 실업자 사업단 자문위원  환경을 사랑하는 중랑천 사람들 운영위원장  강남, 강북 균형발전을 위한 주민연대회의 의장  대통령직인수위원회 정무분과 자문위원  노원희망포럼 대표  제17대 국회 전,후반기 환경노동위원회 위원  제17대 국회 전반기 운영위원회 위원  제17대 국회 후반기 예산결산특별위원회 위원  열린우리당 환경특별위원회 위원장  대한장애인보치아연맹 회장  열린우리당 제1사무부총장  대통합민주신당 정책위 부의장  탈핵 에너지전환을 위한 국회의원 모임 간사 박원순 서울시장후보 선대본 공동본부장 평화민주통일연구회 총무국장 민주당 대외협력위원회 위원장 서울특별시의회 의원 민주통합당 대외협력위원회 위원장 더불어민주당 원내대표",기독교,비단내를 이름답게 금강 어머니의 강 그래도 정치는 희망이다,한국여성민우회 멋있는 남편상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2410
20,20대의원,제15대국회의원(경기 평택갑) 무소속 제16대국회의원(경기 평택갑) 새천년민주당 제18대국회의원(경기 평택갑) 한나라당 제19대국회의원(경기 평택갑) 새누리당 제20대국회의원(경기 평택갑) 새누리당 ,원유철,元裕哲,null,null,1962년 09월 26일,원주,경기도 평택,"수성고, 고려대 철학과, 정외과 졸 고려대 정책과학대학원수료 경기도 의원(제3대 경기도의회, 최연소 만28세) 국회 행정자치위원회 간사 국회 정채개혁특위 간사 국회 인사청문특위 간사 국회 지방자치포럼 21 회장 신한국당 부대변인 국민신당 제1사무부총장 새천년민주당 제1정조위 부위원장 한나라당 제1정책조정위원장 한나라당 경기도당 위원장  18대 국회 독도영토수호대책특별위원회 위원장, 국방위원회 위원장   한·불가리아 의원친선협회 회장  한나라당 당헌·당규개정특별위원회 위원  한나라당 경기도당 공천심사위원회 위원장  새누리당 재외국민위원회 위원장 새누리당 북핵안보전략특별위원회 위원장","천주교, 바둑(5단)",null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2212
20,20대의원,제14대국회의원(경기 부천오정) 민주당 제17대국회의원(경기 부천오정) 열린우리당 제18대국회의원(경기 부천오정) 민주당 제19대국회의원(경기 부천오정) 새정치민주연합 제20대국회의원(경기 부천오정) 더불어민주당 ,원혜영,元惠榮,null,null,1951년 09월 27일,원주,경기 부천,"·  경복고등학교 ( 서울 ) ·  서울대학교 사범대학 역사교육과 (입학, 제적) ·  서울대학교 사범대학 역사교육과 ( 학사 ) ·  (주)풀무원식품 창업·경영 ·  역사비평 발행인 ·  제14대 국회의원(경기 부천·오정구, 민주당) ·  민주당 원내부총무,원내총무 직대,기획실 실장,부천오정지구당 위원장 ·  한양대학교 지방자치대학원, 가톨릭대학교 행정대학원 겸임교수 ·  경기도 부천시 시장(민선 2대),경기도 부천시 시장(민선 3대) ·  열린우리당 중앙위원 ·  제17대 국회 전반기 행정자치위원회 위원 ·  열린우리당 정책위원회 수석부위원장,정부혁신지방분권위원회 위원장,과거사진상규명추진을위한태스크포스팀 단장,정책위원회 의장윤리위원회 위원장 ·  제17대 국회 후반기 국방위원회 위원,정보위원회 위원 ·  열린우리당 사무총장 ·  아시아·태평양환경개발의원회의 회장 ·  열린우리당 최고위원 ·  제17대 국회 예산결산특별위원회 위원장 ·  통합민주당 원내대표 ·  제18대 국회 운영위원회·환경노동위원회·정보위원회·외교통상통일위원회 위원",기독교 / 등산,"71학번, 우리도 그때는 신세대였다(공저)/소화,의원님들 요즘장사 잘돼요?(공저)/정음문화사,발상을 바꾸면 시민이 즐겁다/새로운사람들,아름다운 도시를 만드는 55가지 지혜/새로운사람들,아버지, 참 좋았다/비타베아타","녹색정치인상 (환경운동연합),자랑스러운 중동인상 (중동중고총동문회)",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2581
20,20대의원,제20대(제주 서귀포시) 더불어민주당 제21대(제주 서귀포시) 더불어민주당 제22대(제주 서귀포시) 더불어민주당,위성곤,魏聖坤,null,null,1968년 01월 20일,null,null,"서귀고등학교 제주대학교 원예학 학사 제주대학교 행정대학원  2006~ 제8, 9, 10대 제주특별자치도의회 의원 2006~ 제8대 제주특별자치도의회 환경도시위원회 위원, 지방재정연구회(간사), 세계환경수도조성 실무위원회 위원 2010~ 제9대 제주특별자치도의회 행정자치위원회 위원장(전반가) 2016. 더불어민주당 세월호특별위원회 위원, 정책위원회 부의장, 원내부대표 2016~ 더불어민주당 구제역 AI 확산방지특별위원회 위원, 짓ㄱ가능 제주발전 특별위원회 위원 20대 국회 상임위-농림축산식품해양수산위원회, 운영위원회, 산업통상자원중소벤처기업위원회 20대 국회 특위-예산결산특별위원회",null,2016. 한결같은 사람 위성곤을 만나다,2015. 제9회 대한민국의정대상 최고의원상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3023
20,20대의원,제17대국회의원(부산 서) 한나라당 제18대국회의원(부산 서) 한나라당 제19대국회의원(부산 서) 새누리당 제20대국회의원(부산 서구동구) 새누리당 ,유기준,兪奇濬,null,null,1959년 08월 10일,기계,부여,"·  동아고등학교 ·  서울대학교 법과대학 법학과 (학사) ·  미국 뉴욕대학교 법과대학원 로스쿨 법학(석사) ·  제25회 사법시험 합격 ·  대한상사중재원 중재인 ·  법무법인 국제종합법률사무소 설립 ·  부산대학교·해양대학교 겸임교수 ·  한나라당 원내부대표 ·  17대 국회 전·후반기 행정자치위원회 위원 ·  18대 국회 농림수산식품위원회·윤리특별위원회, 외교통상통일위원회, 예산결산특별위원회 위원 ·  한나라당 부산시당 위원장 ·  한나라당 당헌·당규개정특별위원회 위원 ·  새누리당 최고위원",불교,해상보험 판례연구,대한민국 헌정상 우수상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2584
20,20대의원,제20대(인천 계양구갑) 더불어민주당 제21대(인청 계양구갑) 더불어민주당 제22대(인청 계양구갑) 더불어민주당,유동수,柳東秀,null,null,1961년 09월 18일,null,null,"연세대학교 경영학과 전라고등학교  2016~ 계양복지지원협의회 회장       인천광역시 계양구 결산감사위원       북인천세무서 과세적부심 심사위원       인덕회계법인 인천지점 대표 공인회계사       민선7기 인천광역시 시장 인수위원회 재정예산혁신위원회 위원장 2016~ 더불어민주당 사회경제위원회 부위원장, 원내예산부대표, 서민주거 TF 간사, 을지로위원회위원 2017. 더불어민주당 원내정책 부대표, 민생상황실 민생 119팀 위원 20대 국회 상임위-산업통상자원위원회, 정무위원회(간사) 20대 국회 특위-예산결산특별위원회, 미세먼지대책특별위원회 2018. 더불어민주당 동북아평화협력특별위원회, 국가경제자문회의 거시경제금융분과위원회 위원장 2019. 더불어민주당 자본시장활성화특별위원회 위원, 가업상속 및 자본시장과세 제도개선 TF 위원, 포항지열발전소 지진대책특별위원회 위원",null,null,2020 2019년도 입법 및 정책개발 우수 국회의원 2019 국정감사 NGO 모니터단 국정감사 국리민복상 2019 더불어민주당 국정감사 우수의원상 2019 금융소비자연맹 금융소비자권익증진 최우수 국회의원 2019 소상공인연합회 초정대상 2019 법률소비자연맹 제20대 국회 제3차년도 헌정대상 2019 더불어민주당 당대표 1급 특별 포상 대상 우수지역위원장 2018 2017년도 입법 및 정책개발 우수 국회의원 국회의장상 2018 2017 소상공인연합회 초정대상 2017 국정감사 NGO 모니터단 국정감사 우수의원상 2017 더불어민주당 국정감사 우수의원상 2017 소상공인연합회 기여상 2017 법률소비자연맹 제20대 국회 제1차년도 헌정대상 2017 한국언론인연합회 사회복지부문 나눔봉사대상 2017 2016년도 입법 및 정책개발 우수 국회의원 국회의장상 2017 2016년도 우수 국회의원연구단체 국회의장상 (국민의먹고사는문제해결을위한의원연구모임) 2016 수도권일보 시사뉴스 국정감사 우수의원상 2016 더불어민주당 국정감사 우수의원상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2969
20,20대의원,제20대국회의원(비례대표 ) 새누리당 ,유민봉,庾敏鳳,null,null,1958년 01월 09일,null,null,"~ 1986  오하이오주립대학교 대학원 행정학 박사 ~ 1984  텍사스대학교 오스틴캠퍼스 대학원 행정학 석사 성균관대학교 행정학과 학사 대전고등학교  2020.02 ~  미래통합당 국제위원회 위원장 2020.02 ~  제20대 국회의원 (비례대표/미래통합당) 2019.03 ~ 2020.02  자유한국당 국제위원회 위원장 2018.07  제20대 국회 후반기 행정안전위원회 위원 2018.07  제20대 국회 후반기 여성가족위원회 위원 2017.08  자유한국당 정책위원회 부의장 2017.07  제20대 국회 전반기 행정안전위원회 위원 2017.02 ~ 2020.02  제20대 국회의원 (비례대표/자유한국당) 2016.07  국회공직자윤리위원회 위원 2016.06 ~ 2017.07  제20대 국회 전반기 안전행정위원회 위원 2016.05 ~ 2017.02  제20대 국회의원 (비례대표/새누리당) 2013.03 ~ 2015.01  대통령비서실 국정기획수석 제18대 대통령직인수위원회 국정기획조정분과 간사 소방방재청 평가위원 기획재정부 공기업 경영평가단 평가위원 성균관대학교 기획조정처 처장 성균관대학교 행정대학원 원장 2008  성균관대학교 국정관리대학원 원장 감사원 국가 전략사업평가 자문위원 한국행정학회 편집이사 2005 ~ 2006  바른사회시민회의 바른행정본부 본부장 2003  한국행정학회 연구이사 외교통상부 자문위원, 징계위원 행정자치부 인사정책자문위원 1991  성균관대학교 사회과학대학 행정학과 교수 1983  제23회 행정고시 합격",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2949
20,20대의원,제18대국회의원(전북 정읍) 무소속 제19대국회의원(전북 정읍) 무소속. 새정치민주연합 제20대국회의원(전북 정읍시고창군) 국민의당  ,유성엽,柳成葉,null,null,1960년 01월 25일,문화,전북 정읍,"·  전주고등학교 ·  서울대학교 외교학과 (학사) ·  제27회 행정고시 합격 ·  전라북도 송무과·세외수입과 계장 ·  내무부(현 행정자치부) 근무 ·  전라북도 문화관광국 국장 ·  전라북도 환경보건국 국장 ·  전라북도 정읍시 시장 (새천년민주당) ·  전라북도 정읍시 시장 (민선3기, 열린우리당) ·  18대 국회 농림수산식품위원회 위원, 교육과학기술위원회 위원 ·  19대 국회 교육과학기술위원회 위원, 윤리특별위원회 위원, 미래창조과학방송통신위원회 위원",null,전봉준장군이 100년만에 깨어난다면!/굿모닝M&B,"국무총리 표창,녹조근정훈장",2025년 06월 24일,http://www.rokps.or.kr/profile/profile_view.asp?idx=2586
20,20대의원,"제17대국회의원(비례대표) 한나라당 제18대국회의원(대구 동구을) 한나라당 제19대국회의원(대구 동구을) 새누리당 제20대국회의원(대구 동구을) 무소속, 새누리당, 바른정당 ",유승민,劉承旼,null,null,1958년 01월 07일,null,대구,·  경북고등학교 ·  서울대학교 경제학과 (학사) ·  미국 위스콘신대학교 매디슨교 경제학 (박사) ·  한국개발연구원(KDI) 연구원 ·  위스콘신주립대학교 조교수 ·  행정쇄신위원회 행정제도개선분과위원회 위원 ·  미국 샌디에이고주립대학교 초빙교수  ·  미국 IR/PS대학원 초빙교수 ·  공정거래위원회 자문관 ·  대통령자문 정책기획위원회 위원 ·  한나라당 여의도연구소 소장 ·  한림대학교 한림과학원 연구교수 ·  17대 국회 정무위원회 위원 ·  한나라당 대표비서실장 ·  한나라당 박근혜 선거대책위 정책메세지 총괄단장 ·  제18대 국회 국방위원회·예산결산특별위원회 위원 ·  제19대 국회 전반기 국방위원회 위원장,null,"규제완화의 주요과제/한국개발연구원,기업퇴출관련 제도개선방안/한국개발연구원,세계화백서/세계화추진기획단,포항제철의 세계화전략과 과제/한국개발연구원","국무총리 표창,경제기획원장관 표창, 제11회 백봉신사상 `올해의 신사 의원 베스트 10` (백봉 라용균 기념사업회)  ",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2587
20,20대의원,제17대국회의원(비례대표) 통합민주당 제19대국회의원(서울 성북갑) 새정치민주연합 제20대국회의원(서울 성북갑) 더불어민주당 ,유승희,兪承希,null,null,1960년 04월 26일,null,null,"-이화여대 문리대 졸업(1982년 졸), 동대학원 졸업(1985년)   -한양대 행정학 박사 -미국뉴저지주립 럿거스대학 객원연구원(2000년) -구로공단 내 산돌노동문화원 총무 (1985-1995) -광명시의회 의원(1995.6 27-1998.6) -새정치국민회의 여성국장, 새천년민주당 여성국장 -열린우리당 조직실장 -16대 대통령인수위원회 전문위원 -한국여성의 전화 인권위원 -서울YMCA여성위원회위원l  -한국녹색소비자연대이사 -17대국회과학기술정보통신위원회간사 -당 원내기획부대표 -민주통합당 전국여성위원회 위원장",기독교/등산,"딸에게 들려주는 리더십이야기(해피스토리,2007)  광명에고향을 심자 (시민의신문사,1998)",민주통합당 국정감사 우수 의원상 국정감사 NGO모니터단 국정감사 우수 의원상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2406
20,20대의원,제19대국회의원(경기 고양시일산동구) 새정치민주연합 제20대국회의원(경기 고양시병) 더불어민주당 ,유은혜,兪銀惠,null,null,1962년 10월 02일,null,null,송곡여자고등학교  성균관대학교 동양철학 학사  이화여자대학교 정책과학대학원 공공정책학 석사   국회의원 김근태 후원회 사무국장 국민정치연구회 이사 민주평화통일자문회의 자문위원 김근태 국회의원 보좌관 새천년민주당 노무현 대통령후보 선거대책위원회 환경위원회 부위원장 한반도재단 사무국장 열린우리당 부대변인 김대중도서관후원회 기획위원 대통합민주신당 부대변인 통합민주당 부대변인 한신대학교 외래교수 민주당 수석부대변인 따뜻한 한반도 사랑의 연탄나눔운동본부 운영위원 성균관대학교 총동창회 상임이사 우석대학교 행정학과 겸임교수 민주통합당 일산동구지역위원회 위원장,null,어미니의 이름으로,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2815
20,20대의원,제19대국회의원(경기 평택을) 새누리당  제20대국회의원(경기 평택을) 새누리당 제21대국회의원(경기 평택을) 미래통합당  ,유의동,兪義東,null,null,1971년 06월 23일,창원, 경기도 평택 ,한국외국어대학교 졸업 미국 캘리포니아 주립대학교(UC San Diego)국제관계학 석사 박근혜 대통령후보 공보단 자료분석팀장 국회의원 이한동(전 국무총리) 비서 국회의원 류지영 보좌관 평택발전연구소 연구소장 민주평통자문회의 자문위원  ,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2897
20,20대의원,제18대국회의원(부산 수영) 무소속·한나라당 제19대국회의원(부산 수영) 새누리당 제20대국회의원(부산 수영) 새누리당 ,유재중,柳在仲,null,null,1956년 03월 27일,null,경남 합천,"·  합천 야로고등학교 ·  동국대학교 행정학과 (학사) ·  부산대학교 대학원 행정학 (석사) ·  부산대학교 대학원 법학 (박사) ·  국회의원 비서관 ·  부산환경운동연합회 위원 ·  제2·3대 부산광역시의회 의원 ·  제3,4기 민선 부산시 수영구 구청장 ·  동의대학교 정치외교학과 겸임교수 정치외교학과 ·  부산광역시 아동학대예방 자문위원회 위원장 ·  제5대 부산광역시의회 의원 (한나라당) ·  한나라당 제17대 대선 부산선대위홍보 부본부장 ·  한나라당 박근혜대표 특별보좌역 ·  18대 국회 보건복지가족위원회 위원, 예산결산특별위원회 위원 ·  한나라당 부산수영당원협의회 위원장 ·  한나라당 원내부대표","등산,여행",null,제1회 매니페스토 약속대상 최우수상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2590
20,20대의원,제19대국회의원(인천 남동구을) 새정치민주연합 제20대국회의원(인천 남동구을) 더불어민주당 제21대국회의원(인천 남동구을) 더불어민주당 ,윤관석,尹官石,null,null,1960년 08월 17일,null,null,"강남중학교  서울 보성고등학교  한양대학교 신문학과	  인천민주화운동계승사업회 이사 실업극복인천본부 이사 민주개혁을 위한 인천시민연대 사무처장 민주당 인천 남동을 지역위원회 위원장 민주당 인천시당 대변인 민주당 중앙당 부대변인 인천광역시 대변인 제19대 국회의원 (인천 남동구을/민주통합당) 국회 한,쿠웨이트 의원친선협회 부회장 국회스카우트의원연맹 이사 국회 윤리특별위원회 위원 국회 운영위원회 위원 국회 평창동계올림픽 및 국제경기대회 지원특별위원회 간사 국회 문화체육관광방송통신위원회 위원 민주통합당 인천 남동을 지역위원회 위원장 민주통합당 제19대 국회 원내대변인 민주통합당 원내부대표 민주통합당 문재인 후보 담쟁이 캠프 대변인",null,2011. 99%를 위한 대변자 2013. 나는 지금 국민과 열애중이다 ,2013 대한민국우수국회의원대상 우수상 2016 법률소비자연맹 제19대 국회 종합헌정대상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2802
20,20대의원,제20대국회의원(부산광역시 기장군) 새누리당 ,윤상직,尹相直,null,null,1956년 05월 25일,null,null,위스콘신대학교 대학원 법학 박사 고려대학교 대학원 석사 서울대학교 무역학 학사 부산고등학교  2020.02 ~  제20대 국회의원 (부산 기장군/미래통합당) 2018.07 ~  제20대 국회 후반기 과학기술정보방송통신위원회 위원 2018.01  제20대 국회 사법개혁특별위원회 위원 2017.02 ~ 2020.02  제20대 국회의원 (부산 기장군/자유한국당) 2016.06  제20대 국회 전반기 예산결산특별위원회 위원 2016.06  제20대 국회 전반기 법제사법위원회 위원 2016.05 ~ 2017.02  제20대 국회의원 (부산 기장군/새누리당) 2013.03 ~ 2016.01  산업통상자원부 장관 ~ 2013  지식경제부 제1차관 청와대 대통령실 지식경제비서관 지식경제부 기획조정실 실장 무역위원회 상임위원 지식경제부 산업경제정책관 지식경제부 자원개발정책관 중소기업청 전기위원회 사무국 국장 산업자원부 산업정책과 과장 산업자원부 수출과 과장 중소기업청 통상산업부 중소기업청 상공자원부 1982  제25회 행정고시 합격 ,null,null,2019  국정감사 NGO 모니터단 국정감사 국리민복상 2019  자유한국당 국정감사 우수의원 2018  국정감사 NGO 모니터단 국정감사 국리민복상 2017  국정감사 NGO 모니터단 국정감사 우수의원 2017  자유한국당 국정감사 우수의원 2016  자유한국당 국정감사 우수의원 2016  제23회 대한민국 섬유패션 대상 특별공로상 2016  청조근정훈장 2001  녹조근정훈장 1992  대통령표창 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2938
20,20대의원,제18대(인천 남구을) 한나라당 제19대(인천 남구을) 새누리당 제20대(인천 남구을) 무소속 제21대(인천 동구미추홀구을) 무소속 제22대(인천 동구미추홀구을) 국민의힘 ,윤상현,尹相現,null,null,1962년 12월 01일,칠원,충남 청양,·  영등포고등학교 ·  서울대학교 경제학과 (학사) ·  미국 조지타운대학교 대학원 외교학 (석사) ·  미국 조지워싱턴대학교 국제정치학 (박사) ·  미국 의회 조사국 객원연구원 ·  미국 조지워싱턴대학교 객원연구원 ·  미국 존스홉킨스대학교 국제관계대학원 초빙교수 ·  서울대학교 초빙교수 ·  아시아태평양문제연구소 소장 ·  한나라당 이회창 후보 정책특별보좌관 ·  인하대학교 교육연구소 연구교수 ·  한나라당 인천남을지역운영위원장 ·  한나라당 원내부대표 겸 공동대변인 ·  제18대 국회 외교통상통일위원회 위원 ·  한나라당 전당대회 준비위원회 위원,천주교 / 축구,null,외교통상통일위원회 최우수상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2594
20,20대의원,제20대국회의원(비례대표 ) 정의당 ,윤소하,尹昭夏,null,null,1961년 09월 10일,null,null,목포대학교 경영학과 학사  2018.08 ~ 2020.05  정의당 원내대표 2018.07 ~   제20대 국회 후반기 보건복지위원회 위원 2018.07 ~   제20대 국회 후반기 운영위원회 위원 2017  정의당 원내수석부대표 2017.06  제20대 국회 예산결산특별위원회 위원 2017  국회노동포럼 헌법33조위원회 연구책임의원 정의당 정의로운 복지국가 본부장 2016  박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회 위원 2016.06  제20대 국회 전반기 보건복지위원회 위원 2016.05 ~   제20대 국회의원 (비례대표/정의당) 정의당 전라남도당 위원장 광주전남진보연대 공동대표 목포민주시민운동협의회 의장 학교무상급식운동본부 상임본부장,null,null,2020  2019 참 괜찮은 의원상 2020  한국사회복지사협회 사회복지의정대상 2019  대한민국모범국회의원 대상 2019  21회 한국장애인인권상 국회의정부문 2019  제10회 한국전문인 대상 정치부문 2019  한국지역신문협회 지구촌희망펜상 의정대상 2018  희망한국 국민대상 2018  쿠키뉴스 국정감사 우수의원 2018  유권자시민행동 대한민국 유권자 대상 2017  경제정의실천시민연합 국정감사 우수의원 2017  한국언론기자협회 대한민국 모범 국회의원 대상 2017  제15회 대한민국 의정 대상 2017  제9회 공동선 의정활동상 2016  국회의원 아름다운 말 선플상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2968
20,20대의원,제19대(경남 양산시) 새누리당 제20대(경남 양산시갑) 새누리당 제21대(경남 양산시갑) 미래통합당 제21대(경남 양산시갑) 국민의힘,윤영석,尹永碩,null,null,1964년 10월 07일,null,경상남도 양산,화제초등학교 내성중학교 동인고등학교 성균관대학교 정치외교학과 학사 듀크대학교대학원 석사  제36회 행정고시 합격 고용노동부 근로기준과 행정사무관 서울특별시청 문화정책팀 팀장 서울특별시청 마케팅담당관 아시아도시연맹 이사장 중국 전매대학 객좌교수 중국 베이징대학교 방문학자 하버드대학 객원연구원,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2834
